"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper"
"1","M","~","Inactive",0.0873124664324525,0.0505297527746086,1.72794169055043,0.0839986788638876,-0.0117240291534931,0.186348962018398
"2","M","~","Education",0.021397495827956,0.0638858058179951,0.334933488808383,0.737675259241772,-0.103816382698634,0.146611374354546
"3","M","~","Work",0.00152883045682991,0.0433244429911082,0.035287942585752,0.971850137766749,-0.0833855174560009,0.0864431783696608
"4","M","~","Gym",0.148613534241098,0.0458002553080277,3.24481890420924,0.0011752533906082,0.0588466833546242,0.238380385127572
"5","M","~","Social",0.171152061150518,0.0532506524446592,3.21408383359035,0.0013086146014063,0.0667827002057258,0.275521422095309
"6","M","~","M_Z",0.0908304691308342,0.0272386156577274,3.33462134317631,0.000854156242885873,0.0374437634529598,0.144217174808709
"7","X","~","Inactive",-0.0131740492092626,0.0375298380925271,-0.351028671554163,0.725566838599696,-0.086731180216235,0.0603830817977099
"8","X","~","Education",-0.0755593221246842,0.0475199090383814,-1.59005611866082,0.111822155984998,-0.168696632388531,0.0175779881391628
"9","X","~","Work",-0.0361383244054637,0.0322202965029921,-1.12160123672691,0.262032025581313,-0.09928894512253,0.0270122963116027
"10","X","~","Gym",-0.0108335601348382,0.0340645992327687,-0.318029872032571,0.750462277740503,-0.0775989477788556,0.0559318275091791
"11","X","~","Social",0.06242653561629,0.0396434145478662,1.57470127960131,0.11532541232951,-0.0152731291217188,0.140126200354299
"12","X","~","X_Z",0.0895993623210845,0.0284696600305681,3.1471876455455,0.0016484913183441,0.0337998540090716,0.145398870633098
"13","F","~","Inactive",0.0787311994046145,0.0503498625396665,1.56368250941279,0.117892147279375,-0.0199527177996742,0.177415116608903
"14","F","~","Education",-0.00163132919344522,0.0638033594356045,-0.0255680767889924,0.979601848773692,-0.126683615779894,0.123420957393003
"15","F","~","Work",0.0208557121816876,0.0432062955883445,0.482700770748644,0.629308215910533,-0.0638270710768594,0.105538495440235
"16","F","~","Gym",0.152541076084426,0.0457734897911122,3.33252012858423,0.000860632446106235,0.0628266846471342,0.242255467521718
"17","F","~","Social",-0.0834722138603333,0.0531811141624925,-1.56958377376765,0.116511975895219,-0.187705282276532,0.0207608545558651
"18","F","~","F_Z",0.0886633770061898,0.0271368559356667,3.26726785211905,0.00108590885859927,0.0354761167186311,0.141850637293748
"19","Inactive","~~","Education",-0.0175322326598378,0.00338795990776506,-5.17486426555834,2.280767272822e-07,-0.0241725120601229,-0.0108919532595526
"20","Inactive","~~","Gym",-0.0615875896007255,0.0059349136115563,-10.3771669870314,0,-0.0732198065307324,-0.0499553726707186
"21","Inactive","~~","Work",-0.0919051831845759,0.0069019191183055,-13.3158881767858,0,-0.105432696080663,-0.0783776702884887
"22","Inactive","~~","Social",-0.0217895701463503,0.00382169286736884,-5.70154926168936,1.18723415543087e-08,-0.0292799505263668,-0.0142991897663338
"23","Education","~~","Gym",-0.00866788019780232,0.00337301559795262,-2.56977175055568,0.0101765540680059,-0.0152788692890813,-0.00205689110652335
"24","Education","~~","Work",-0.0188658825726758,0.00381331045687362,-4.94737650816482,7.5220394690767e-07,-0.0263398337300181,-0.0113919314153335
"25","Education","~~","Social",0.00712777098143206,0.00225659067432704,3.15864594431053,0.0015850392412573,0.00270493453190211,0.011550607430962
"26","Work","~~","Gym",-0.0622719248521729,0.00662293242950024,-9.40247020712423,0,-0.0752526338860357,-0.04929121581831
"27","Gym","~~","Social",-0.0139142430264135,0.00380645503703764,-3.65543343899372,0.000256747819098457,-0.0213747578077783,-0.00645372824504861
"28","Work","~~","Social",0.0132956900202422,0.00426075561578858,3.12050049783985,0.0018054399278975,0.00494476246636981,0.0216466175741146
"29","Inactive","~~","M_Z",-0.015973807159842,0.00652549812144442,-2.4479061770546,0.0143689066636774,-0.0287635484590568,-0.00318406586062713
