"","Attraction=~M_Atr","Attraction=~X_Atr","Attraction=~F_Atr","Romanticism=~M_Rom","Romanticism=~X_Rom","Romanticism=~F_Rom","Eroticism=~M_Ero","Eroticism=~X_Ero","Eroticism=~F_Ero","Romanticism~Inactive","Romanticism~Education","Romanticism~Work","Romanticism~Gym","Romanticism~Social","Eroticism~Inactive","Eroticism~Education","Eroticism~Work","Eroticism~Gym","Eroticism~Social","Attraction~Inactive","Attraction~Education","Attraction~Work","Attraction~Gym","Attraction~Social","Romanticism~Attraction","Eroticism~Attraction","Eroticism~Romanticism","Inactive~~Education","Inactive~~Gym","Inactive~~Work","Inactive~~Social","Education~~Gym","Education~~Work","Education~~Social","Work~~Gym","Gym~~Social","Work~~Social"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.125638008696099,0.0896130359725802,0.103561904258485,0.0684166400937509,0.06672790777315,0.0635590215070845,0.0847388471086443,0.11333253414684,0.0936849940826771,0.106523063030566,0.17235785822514,0.113745893701601,0.0928686853672278,0.318366118354397,0.201073036885976,0.304436219687652,0.172121772174325,0.182049977858833,0.545264763580893,0.144682341372318,0.245856572878829,0.172716151444184,0.150543481418058,0.440643607905973,0.16075404497959,0.297236529311119,0.191287717863521,0.202636747769458,0.20330992671301,0.0563785447749294,0.219030537609737,0.184298521673372,0.153028233902078,0.143873860239683,0.0974839150037796,0.157807354750876,0.137769524642875
"3",0.110119470945963,0.0956892624666496,0.0834029287769177,0.0603451954168723,0.0495689092279329,0.0512406118027562,0.081687582394596,0.0800599925648553,0.0835752070438475,0.0787528201725176,0.123382835069737,0.109250340220295,0.0816468981252758,0.240000976074127,0.153282798825401,0.182342425879134,0.165147429315485,0.0926970181254675,0.350485228751354,0.103079241706042,0.158613834447347,0.143782217333998,0.108987629860854,0.257504137894022,0.137977411009496,0.185070227576321,0.136567591656361,0.223674040322245,0.214138681762123,0.0574396240295794,0.230370759393395,0.164470582618612,0.140983004768201,0.172328770662346,0.083910901514731,0.156090748661725,0.128654842162095
"4",0.117636310211571,0.090672201618112,0.11119399189404,0.0772653677416324,0.0709704578165252,0.0681687811189907,0.202692944799789,0.188738744831439,0.168292187624793,0.0781431586020847,0.114363301233704,0.119800326663823,0.097287870705768,0.20756311805663,0.186786614921283,0.243907627861059,0.4881610974044,0.204176537470232,1.08629075603601,0.114079777542641,0.141721461941818,0.128293532943656,0.111987626478636,0.315843516323464,0.124573747718132,0.534686264207506,0.430437140122749,0.234225432064908,0.198006991509306,0.152392091318506,0.224328598131253,0.147700018765663,0.129829863469325,0.172522198375768,0.0842719906608033,0.156445594204148,0.132526760569254
"5",0.112107962120793,0.0817282690676517,0.0910323922343838,0.0849637006088578,0.0772619652762914,0.0769126766953438,0.114506034799393,0.117281515740974,0.118019999286785,0.093146978252734,0.186631384282733,0.11902066624573,0.119013264168552,0.217187853368417,0.27393455589935,0.241280843214018,0.199385797941591,0.164030916219582,0.446251903441872,0.140706822038837,0.192001489798721,0.126807438504466,0.129669761261139,0.26201347047794,0.168669200554131,0.312352099245825,0.157732680390963,0.213472769814334,0.210661337504777,0.164620212775923,0.240128891479741,0.168822530246707,0.155893286257405,0.199699215920394,0.0864011939635312,0.144392071958793,0.133792623081943
"6",0.0813395288080787,0.0851410862913596,0.0763376340619905,0.0653570166040614,0.045530252128601,0.0503477194405335,0.0748113564208531,0.0906998360816474,0.0760353696929491,0.0844226163685329,0.12866065828093,0.146471207605948,0.102602830104069,0.223857975217896,0.149796966624859,0.172700858742184,0.184646418931901,0.124703445098393,0.286739985502397,0.110221529459154,0.164103711927984,0.167463501173726,0.120787102442314,0.263868319193409,0.123520381686356,0.170823795979715,0.139808740791243,0.211672304415919,0.197771681350729,0.0568744851573098,0.139397741724975,0.166857312705731,0.141919571318718,0.172008925515421,0.102771225046214,0.157919267749636,0.128028209867925
"7",0.153934699881979,0.0880464221427564,0.0786203700100344,0.0449392918979156,0.0639235423261574,0.0495001515838612,0.109450907906761,0.0989505509553843,0.106110901295957,0.0833419305388432,0.104891977053557,0.124783760438902,0.103728550107337,0.175876071104806,0.150019760475748,0.154331680030764,0.269798480009785,0.160863208996334,0.407923103559123,0.0978496309511586,0.135108167577357,0.172504639350371,0.135375861890848,0.201197105730246,0.127608846843571,0.199860641933698,0.156260736096577,0.231258903556842,0.220623234117666,0.0552602516652529,0.162353282495398,0.154439235784789,0.123506470882825,0.233661263976179,0.086780713719878,0.16341882885649,0.127286629757396
"8",0.099670425799181,0.0833061853046644,0.110957920220908,0.0743598891834379,0.071166445405207,0.0685897433937946,0.146452533343403,0.161639319877718,0.151738897052429,0.0997317944836398,0.213364373831158,0.149518165112495,0.146690417562011,0.31640216294009,0.167748142024305,0.329134160900193,0.265250289770222,0.274083817458479,0.810809688171442,0.139919090763728,0.24247014465958,0.145123219112649,0.198242257959195,0.399991589627249,0.148271434309522,0.366940229497946,0.201106409239846,0.233062269191006,0.215696869221863,0.0679362807667096,0.221881751503523,0.154403118504679,0.128941037797823,0.159462204001067,0.09022270254743,0.166846381031325,0.143914634724031
"9",0.0860873756499375,0.0779053097744352,0.0796084028164345,0.0598216673526574,0.0547654312295688,0.0528337311397181,0.079151121186392,0.0773474000605991,0.0805075603556256,0.0793235309311656,0.127331883881227,0.10761418080439,0.0854973115658021,0.231771518631033,0.124999734194132,0.136615423001687,0.132956971236882,0.0999640741415548,0.305835793534623,0.114814047807402,0.132557490916788,0.111096799710844,0.0914315632042401,0.24255766531213,0.136666848990518,0.178478247139756,0.129567205372421,0.214262235586758,0.19270789845803,0.137334911737759,0.216867764092128,0.163296549907371,0.141848893340237,0.186592288691426,0.0891126412984905,0.159341795086061,0.138892166393067
"10",0.090899569995265,0.0941049799568089,0.0868855254192711,0.0503715160808241,0.0532301749525078,0.0479245625469923,0.0698872719012461,0.0683757430009797,0.0716201675479319,0.0842404928833991,0.131352210077383,0.0893204533352442,0.0919557096995842,0.16546176837194,0.123329834930942,0.169449504905877,0.11073447764919,0.109624155080449,0.213433195024105,0.102984287348813,0.146156477295911,0.100473818321771,0.09975745103993,0.169002390928899,0.109363069870168,0.141986587471247,0.125725171886989,0.232337138050823,0.207282827184307,0.0695631316004696,0.148804917070588,0.150428909437909,0.134135509430118,0.152661920933823,0.092486500725828,0.144392071958793,0.134785572271635
