"","Attraction=~M_Atr","Attraction=~X_Atr","Attraction=~F_Atr","Attraction~Inactive","Attraction~Education","Attraction~Work","Attraction~Gym","Attraction~Social","Inactive~~Education","Inactive~~Gym","Inactive~~Work","Inactive~~Social","Education~~Gym","Education~~Work","Education~~Social","Work~~Gym","Gym~~Social","Work~~Social"
"1",0.0757097052467951,0.0606298045836479,0.0705272028725022,0.100892663764086,0.124751032512666,0.122001990370643,0.0818374852498363,0.232392301025383,0.22784793535518,0.203530768713006,0.139292472978537,0.22502226202612,0.114922465071952,0.100890786165106,0.132152407288311,0.0647217575133181,0.119182604869931,0.0974890763736535
"2",0.0602497342785038,0.0623192909588906,0.0619171228945918,0.0879075603420939,0.121635956998612,0.0857050278741082,0.0632583184848433,0.183023649469848,0.209718916536691,0.210671885315782,0.0362998215998843,0.221332509868913,0.13255468543343,0.108591393896713,0.115012292466843,0.0689110309704566,0.119243622753736,0.101943056077419
"3",0.0579914713121774,0.070034453871034,0.0646613305529276,0.0754158223917513,0.0966153441201071,0.0926985674281869,0.0654702718719418,0.147994741406229,0.228152071506401,0.209067571158322,0.044992422679651,0.245556115345365,0.11747095586745,0.104951738037178,0.13670720102228,0.0591710098103249,0.105235593811657,0.091189553987457
"4",0.0861770378172681,0.066579809670656,0.0678951738917158,0.0850135501393242,0.136458398959547,0.125752702985449,0.0997932280743691,0.213448636380315,0.23441130364376,0.204331590804739,0.149351535589507,0.116440061719169,0.110228045863809,0.0991301995328113,0.117610759625931,0.0611410087641172,0.105892566302215,0.0955857943097097
"5",0.0716408666512068,0.0576696513780459,0.0558753631912128,0.0924390080690388,0.113509491799393,0.0871291068124325,0.0814482683846593,0.157515803672564,0.212964583862228,0.208274365243548,0.151517971133842,0.118555444621863,0.124092966958839,0.113207226085534,0.139587824134798,0.0575290688064144,0.108136661080867,0.0967107513822495
"6",0.0673806300212712,0.0603081112069099,0.0567237723945323,0.0969683857961512,0.151862234696513,0.124261787556798,0.0989138439235771,0.224710859641262,0.215322026179511,0.210181252200283,0.0408963039671335,0.117119629860656,0.124307851291075,0.107522969095094,0.121361669947361,0.0664709218828706,0.11909620514186,0.098250215912325
"7",0.0832713744742862,0.0639556890340493,0.069470493870164,0.0886037239429821,0.129229267473749,0.134368964196217,0.0907042571913822,0.18978506464061,0.221842688332005,0.216617519957762,0.0369202111067463,0.115612442670511,0.119792408428923,0.0999670393545095,0.137560690903862,0.0685493737221564,0.118922119853434,0.0960713126251625
"8",0.0723262315685861,0.0645380611497109,0.0714394014858271,0.0883971810019838,0.150638885918617,0.112481869173042,0.106280906916014,0.227857031758527,0.225572342147213,0.210273853741198,0.043864358457481,0.122079138593,0.116628407968523,0.100837325605089,0.121564737821506,0.0691747055697619,0.118437160720773,0.10205753603433
"9",0.0643288541815296,0.0599205327507185,0.0699316801614124,0.0917865228096144,0.122301267439263,0.102483390917711,0.0830273169981511,0.202081591216956,0.214799330737265,0.209330479526171,0.0396174333895079,0.23413441745774,0.126029869303311,0.108371705446809,0.127140340989904,0.0629712236873336,0.111427186632815,0.0952128797491311
"10",0.0594514218229869,0.0613928134413312,0.052909020625114,0.0884398805698618,0.118871112244515,0.096590731304331,0.0762956739416682,0.168343123441303,0.234957365065378,0.215935773221922,0.041829208889037,0.110779162931693,0.112260716380672,0.0966650584855638,0.110287134264558,0.0650429715019962,0.107974534924346,0.0943390033108361
