"","L1 <- (Atr_Z=~M_Atr_Z)","L2 <- (Atr_Z=~X_Atr_Z)","L3 <- (Atr_Z=~F_Atr_Z)","L1 <- (Atr_0=~M_Atr)","L2 <- (Atr_0=~X_Atr)","L3 <- (Atr_0=~F_Atr)","L1 <- (Atr_B=~M_Atr_B)","L2 <- (Atr_B=~X_Atr_B)","L3 <- (Atr_B=~F_Atr_B)","L1 <- (Atr_C=~M_Atr_C)","L2 <- (Atr_C=~X_Atr_C)","L3 <- (Atr_C=~F_Atr_C)","AR <- (Atr_0~Atr_Z)","AR <- (Atr_B~Atr_0)","AR <- (Atr_C~Atr_B)","ar1 <- (M_Atr_Z~~M_Atr)","ar1 <- (M_Atr_Z~~M_Atr_B)","ar1 <- (M_Atr_Z~~M_Atr_C)","ar1 <- (M_Atr~~M_Atr_B)","ar1 <- (M_Atr~~M_Atr_C)","ar1 <- (M_Atr_B~~M_Atr_C)","ar2 <- (X_Atr_Z~~X_Atr)","ar2 <- (X_Atr_Z~~X_Atr_B)","ar2 <- (X_Atr_Z~~X_Atr_C)","ar2 <- (X_Atr~~X_Atr_B)","ar2 <- (X_Atr~~X_Atr_C)","ar2 <- (X_Atr_B~~X_Atr_C)","ar3 <- (F_Atr_Z~~F_Atr)","ar3 <- (F_Atr_Z~~F_Atr_B)","ar3 <- (F_Atr_Z~~F_Atr_C)","ar3 <- (F_Atr~~F_Atr_B)","ar3 <- (F_Atr~~F_Atr_C)","ar3 <- (F_Atr_B~~F_Atr_C)","[ L1 ] - [ L1 ] # 1","[ L1 ] - [ L1 ] # 2","[ L1 ] - [ L1 ] # 3","[ L2 ] - [ L2 ] # 4","[ L2 ] - [ L2 ] # 5","[ L2 ] - [ L2 ] # 6","[ L3 ] - [ L3 ] # 7","[ L3 ] - [ L3 ] # 8","[ L3 ] - [ L3 ] # 9","[ AR ] - [ AR ] # 10","[ AR ] - [ AR ] # 11","[ ar1 ] - [ ar1 ] # 12","[ ar1 ] - [ ar1 ] # 13","[ ar1 ] - [ ar1 ] # 14","[ ar1 ] - [ ar1 ] # 15","[ ar1 ] - [ ar1 ] # 16","[ ar2 ] - [ ar2 ] # 17","[ ar2 ] - [ ar2 ] # 18","[ ar2 ] - [ ar2 ] # 19","[ ar2 ] - [ ar2 ] # 20","[ ar2 ] - [ ar2 ] # 21","[ ar3 ] - [ ar3 ] # 22","[ ar3 ] - [ ar3 ] # 23","[ ar3 ] - [ ar3 ] # 24","[ ar3 ] - [ ar3 ] # 25","[ ar3 ] - [ ar3 ] # 26"
"1",0.0394658725250667,0.0311985645814991,0.0381227318289771,0.0394658725250667,0.0311985645814991,0.0381227318289771,0.0394658725250667,0.0311985645814991,0.0381227318289771,0.0394658725250667,0.0311985645814991,0.0381227318289771,0.0435195965610073,0.0435195965610073,0.0435195965610073,0.0298968655849969,0.0298968655849968,0.0298968655849968,0.0298968655849969,0.0298968655849969,0.0298968655849968,0.0339389548397027,0.0339389548397027,0.0339389548397026,0.0339389548397026,0.0339389548397027,0.0339389548397027,0.0302770339558018,0.0302770339558018,0.0302770339558018,0.0302770339558018,0.0302770339558018,0.0302770339558018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.0369879478893293,0.0312559460625347,0.0389755304196552,0.0369879478893293,0.0312559460625347,0.0389755304196552,0.0369879478893293,0.0312559460625347,0.0389755304196552,0.0369879478893293,0.0312559460625347,0.0389755304196552,0.0432196376322692,0.0432196376322692,0.0432196376322692,0.0287555933075014,0.0287555933075014,0.0287555933075015,0.0287555933075015,0.0287555933075015,0.0287555933075014,0.0370951449505716,0.0370951449505716,0.0370951449505716,0.0370951449505716,0.0370951449505716,0.0370951449505716,0.03075936863607,0.03075936863607,0.03075936863607,0.03075936863607,0.03075936863607,0.03075936863607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.0358554585131477,0.0321724639064284,0.0380080726038251,0.0358554585131478,0.0321724639064284,0.0380080726038251,0.0358554585131478,0.0321724639064283,0.0380080726038251,0.0358554585131478,0.0321724639064284,0.0380080726038251,0.0448344133454805,0.0448344133454805,0.0448344133454804,0.0281452071623282,0.0281452071623282,0.0281452071623282,0.0281452071623282,0.0281452071623282,0.0281452071623282,0.0320102867395799,0.0320102867395799,0.0320102867395799,0.0320102867395799,0.03201028673958,0.0320102867395799,0.032280100010633,0.032280100010633,0.032280100010633,0.032280100010633,0.032280100010633,0.032280100010633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.0405439080415781,0.0322803441192082,0.0401245998509574,0.0405439080415782,0.0322803441192082,0.0401245998509574,0.0405439080415781,0.0322803441192081,0.0401245998509574,0.0405439080415781,0.0322803441192081,0.0401245998509574,0.0420064200067038,0.0420064200067037,0.0420064200067038,0.0289002209449598,0.0289002209449599,0.0289002209449598,0.0289002209449598,0.0289002209449599,0.0289002209449599,0.0334868195455536,0.0334868195455536,0.0334868195455536,0.0334868195455536,0.0334868195455536,0.0334868195455536,0.0306147303504873,0.0306147303504872,0.0306147303504872,0.0306147303504873,0.0306147303504873,0.0306147303504872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.0384652930797834,0.0317780459945555,0.0386666899161637,0.0384652930797834,0.0317780459945555,0.0386666899161637,0.0384652930797834,0.0317780459945555,0.0386666899161637,0.0384652930797834,0.0317780459945555,0.0386666899161637,0.0425909333345769,0.042590933334577,0.0425909333345769,0.0309460398039425,0.0309460398039426,0.0309460398039425,0.0309460398039426,0.0309460398039426,0.0309460398039425,0.0370180672550174,0.0370180672550174,0.0370180672550174,0.0370180672550174,0.0370180672550174,0.0370180672550174,0.0306576330938434,0.0306576330938434,0.0306576330938434,0.0306576330938434,0.0306576330938434,0.0306576330938434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.0406144018172607,0.0314310967742576,0.0363988061856481,0.0406144018172607,0.0314310967742576,0.0363988061856481,0.0406144018172607,0.0314310967742576,0.0363988061856481,0.0406144018172607,0.0314310967742576,0.0363988061856481,0.0428170255668287,0.0428170255668287,0.0428170255668287,0.0296384860499886,0.0296384860499886,0.0296384860499886,0.0296384860499887,0.0296384860499886,0.0296384860499886,0.037903659742713,0.037903659742713,0.037903659742713,0.037903659742713,0.037903659742713,0.037903659742713,0.0295704915519257,0.0295704915519257,0.0295704915519257,0.0295704915519257,0.0295704915519257,0.0295704915519257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.0395583320196252,0.0316525021538435,0.0388481409200354,0.0395583320196252,0.0316525021538434,0.0388481409200354,0.0395583320196252,0.0316525021538435,0.0388481409200354,0.0395583320196252,0.0316525021538434,0.0388481409200354,0.0443469668789135,0.0443469668789135,0.0443469668789135,0.0297229897203497,0.0297229897203497,0.0297229897203497,0.0297229897203497,0.0297229897203497,0.0297229897203497,0.0325585791547606,0.0325585791547606,0.0325585791547606,0.0325585791547606,0.0325585791547606,0.0325585791547606,0.0300232039729603,0.0300232039729603,0.0300232039729603,0.0300232039729603,0.0300232039729603,0.0300232039729603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.0384694808261151,0.0337675322463919,0.0373373506114294,0.0384694808261151,0.0337675322463919,0.0373373506114294,0.0384694808261151,0.0337675322463919,0.0373373506114294,0.0384694808261151,0.0337675322463919,0.0373373506114294,0.0414332910550225,0.0414332910550225,0.0414332910550225,0.0294954222605512,0.0294954222605512,0.0294954222605512,0.0294954222605512,0.0294954222605512,0.0294954222605512,0.0357165196011099,0.0357165196011099,0.0357165196011099,0.0357165196011099,0.0357165196011098,0.0357165196011098,0.0303446250728714,0.0303446250728714,0.0303446250728714,0.0303446250728714,0.0303446250728714,0.0303446250728714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.0348103814463316,0.0310349300537728,0.0371823389674924,0.0348103814463316,0.0310349300537728,0.0371823389674924,0.0348103814463316,0.0310349300537728,0.0371823389674923,0.0348103814463316,0.0310349300537729,0.0371823389674924,0.0415207686451104,0.0415207686451104,0.0415207686451105,0.0297203234160937,0.0297203234160937,0.0297203234160937,0.0297203234160937,0.0297203234160938,0.0297203234160938,0.0379887256034041,0.0379887256034041,0.0379887256034041,0.0379887256034041,0.0379887256034041,0.0379887256034041,0.0301557845634115,0.0301557845634115,0.0301557845634115,0.0301557845634115,0.0301557845634115,0.0301557845634115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.0373973692623825,0.0324046079337492,0.0365753702717302,0.0373973692623826,0.0324046079337492,0.0365753702717302,0.0373973692623826,0.0324046079337491,0.0365753702717302,0.0373973692623826,0.0324046079337491,0.0365753702717302,0.0467179627661229,0.0467179627661229,0.046717962766123,0.0292828863060153,0.0292828863060153,0.0292828863060153,0.0292828863060153,0.0292828863060153,0.0292828863060153,0.0356223574743669,0.0356223574743669,0.0356223574743669,0.0356223574743669,0.0356223574743669,0.0356223574743669,0.0299197925569058,0.0299197925569058,0.0299197925569058,0.0299197925569058,0.0299197925569057,0.0299197925569058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
