"","Attraction=~M_Atr","Attraction=~X_Atr","Attraction=~F_Atr","Romanticism=~M_Rom","Romanticism=~X_Rom","Romanticism=~F_Rom","Eroticism=~M_Ero","Eroticism=~X_Ero","Eroticism=~F_Ero","Attraction~~Romanticism","Attraction~~Eroticism","Romanticism~~Eroticism"
"1",0.968103923015041,0.473491229087888,0.766832935622723,0.813971144717467,0.86098992351117,0.944473707397582,0.756871049221509,0.900022484331657,0.638157189383637,0.207069012496249,0.136729192589452,0.184470055461565
"2",0.890304502154267,0.471423491650481,0.811471403185933,0.824065128183477,0.857684712524928,0.964648363939756,0.776325887621071,0.885107326184276,0.641206197860743,0.327850756148155,0.110547371031655,0.144213690959663
"3",1.05579726657189,0.351486568851205,0.700620009632721,0.869500882508409,0.898761056128209,0.888780467825841,0.86107041920328,0.777062557462476,0.623431888653412,0.174053667882788,0.0749736530456902,0.132052556542621
"4",0.922682165373232,0.382206988300108,0.747527787921728,0.829694822519227,0.791109735411542,0.9046836758973,0.807571459383079,0.86009282611505,0.703723434350269,0.269799495305536,0.142823114072943,0.311311392996821
"5",0.921564445340616,0.445865902966114,0.770775232693567,0.877828050823207,0.796903778720795,0.933747996009181,0.820588107577985,0.895995823323926,0.61096162919368,0.284267256864556,0.0685084554357717,0.101207477649771
"6",0.968737718664908,0.572675843165725,0.786199342527069,0.857755217517289,0.855169496553527,0.931214383701599,0.77274601114301,0.906108718690275,0.627654351685776,0.173830359950457,0.0725856977285173,0.244216517445925
"7",1.14152050056823,0.360365759075949,0.630091608222846,0.862210237142459,0.834301084751608,0.925279978892129,0.814828333163059,0.820032996277374,0.699488298510643,0.206835192681718,0.0751308676837474,0.242294451945729
"8",0.916031096431955,0.360191801418702,0.819288880349775,0.891758522921723,0.827146181862071,0.911623632067506,0.816665378435685,0.805751940465416,0.636780094119461,0.296819514596309,0.152185468191664,0.209361446603886
"9",0.888828200170573,0.460903495997227,0.824495653733548,0.849994204419373,0.836349270601926,0.932087582821493,0.829611806845508,0.877112858712412,0.713080711956958,0.29927626974212,0.122147130307853,0.125784335807556
"10",0.966738526942075,0.520122576555396,0.716217110662611,0.880782743926768,0.795985756257842,0.913194409480422,0.848058141075477,0.868355123913569,0.654570264641982,0.260805499659241,0.0417261098279737,0.16844817165391
"11",0.915363605952504,0.463019297001218,0.859659907094524,0.821543321694273,0.856808980988317,0.894595808080107,0.865818922663038,0.811714086347843,0.695302654652357,0.245644590583192,0.267923046815613,0.206160143609837
"12",1.01615899879519,0.36434906514006,0.717428614721331,0.866535655900703,0.846687956120102,0.866994742089336,0.782864168435906,0.892624195271623,0.634179179811988,0.220801567219748,0.195842366958168,0.213128913473253
"13",0.839508701191313,0.455685283236226,0.89025763997213,0.790198225806628,0.877208050297621,0.888876369770068,0.775636314083889,0.920890473586044,0.721848834618227,0.282790384995962,0.124674519876178,0.188190042803385
