"","npar","fmin","chisq","df","pvalue","chisq.scaled","df.scaled","pvalue.scaled","chisq.scaling.factor","baseline.chisq","baseline.df","baseline.pvalue","baseline.chisq.scaled","baseline.df.scaled","baseline.pvalue.scaled","baseline.chisq.scaling.factor","cfi","tli","cfi.scaled","tli.scaled","cfi.robust","tli.robust","nnfi","rfi","nfi","pnfi","ifi","rni","nnfi.scaled","rfi.scaled","nfi.scaled","pnfi.scaled","ifi.scaled","rni.scaled","nnfi.robust","rni.robust","rmsea","rmsea.ci.lower","rmsea.ci.upper","rmsea.ci.level","rmsea.pvalue","rmsea.close.h0","rmsea.notclose.pvalue","rmsea.notclose.h0","rmsea.scaled","rmsea.ci.lower.scaled","rmsea.ci.upper.scaled","rmsea.pvalue.scaled","rmsea.notclose.pvalue.scaled","rmsea.robust","rmsea.ci.lower.robust","rmsea.ci.upper.robust","rmsea.pvalue.robust","rmsea.notclose.pvalue.robust","rmr","rmr_nomean","srmr","srmr_bentler","srmr_bentler_nomean","crmr","crmr_nomean","srmr_mplus","srmr_mplus_nomean","cn_05","cn_01","gfi","agfi","pgfi","mfi","wrmr"
"1",18,0.242108174865443,9.68432699461774,18,NA,15.8133832467736,18,0.605569558188677,1.07770893479686,181.464885616826,28,NA,89.5783441285194,28,2.30699582770555e-08,2.49218922315499,1,1.08428958383355,1,1.05523701370165,NA,NA,1.08428958383355,0.9169838913623,0.94663250159005,0.608549465307889,1.0508713108262,1.05418616103585,1.05523701370165,0.725395725931751,0.823468680956126,0.529372723471795,1.03054857973943,1.03550950880821,NA,NA,0,0,0.0404201130348474,0.9,0.953923303955199,0.05,0.031761028293762,0.08,0,0,0.178497847726912,0.655606603870135,0.275741897709014,NA,NA,NA,NA,NA,0.132674295020007,0.14667695196876,0.14667695196876,0.132674295020007,0.14667695196876,0.14667695196876,0.166316030560417,NA,NA,57.6396291123079,69.2856753315876,0.957557404682072,0.915114809364145,0.478778702341036,1.24462402971005,0.518660855650227
"2",18,0.0750453861310265,3.00181544524106,18,NA,8.21696752388987,18,0.975228682913703,1.06642817970577,56.5633575217126,28,NA,43.8371271111802,28,0.0288339166283187,1.80356937979922,1,1.81679856052174,1,1.96090979200706,NA,NA,1.81679856052174,0.917446719975829,0.946930034270176,0.608740736316542,1.3889232037515,1.52508478890684,1.96090979200706,0.708421825883143,0.812556888067735,0.522357999472115,1.37864242545282,1.61772772343311,NA,NA,0,0,0,0.9,0.999980646316978,0.05,1.09528710452103e-05,0.08,0,0,0,0.980934054140428,0.0126189500959699,NA,NA,NA,NA,NA,0.089847308120151,0.0993299364859976,0.0993299364859976,0.089847308120151,0.0993299364859976,0.0993299364859976,0.11262956129391,NA,NA,183.728318640326,221.300288616275,0.966471033753576,0.932942067507152,0.483235516876788,1.48392271898052,0.288762467034425
"3",18,0.155057718962465,6.20230875849859,18,NA,11.8372748957346,18,0.855523872594603,1.02851324286802,79.3915014862557,28,NA,53.5997821231108,28,0.00249628345677122,2.00749761224963,1,1.35710114751862,1,1.37447433057047,NA,NA,1.35710114751862,0.878475206213052,0.921876918279819,0.592635161751313,1.19217140737538,1.22956502340483,1.37447433057047,0.656462433291146,0.779154421401451,0.500884985186647,1.17311131520282,1.24073349822387,NA,NA,0,0,0,0.9,0.996523327576711,0.05,0.00217061870723272,0.08,0,0,0.113755091618035,0.881406343602045,0.0864988522608014,NA,NA,NA,NA,NA,0.113745901417605,0.125750825480984,0.125750825480984,0.113745901417605,0.125750825480984,0.125750825480984,0.142588033450186,NA,NA,89.4375013459087,107.621716961972,0.948282503819388,0.896565007638777,0.474141251909694,1.36406001672784,0.415073914384822
"4",18,0.192316055155139,7.69264220620555,18,NA,12.4534284231349,18,0.822966441638998,1.1274239420764,71.7776868357453,28,NA,50.3327788521402,28,0.00593606754686848,1.9602436009234,1,1.36625205300121,1,1.3863379603498,NA,NA,1.36625205300121,0.833286180590527,0.892826830379624,0.573960105244044,1.19166606822038,1.23544774835792,1.3863379603498,0.615121592506764,0.752578166611491,0.48380024996453,1.17154639266331,1.24836011736773,NA,NA,0,0,0,0.9,0.986944067885163,0.05,0.00851327560285262,0.08,0,0,0.126521077868444,0.85318551912365,0.108747850364979,NA,NA,NA,NA,NA,0.133702005416107,0.147813128561098,0.147813128561098,0.133702005416107,0.147813128561098,0.147813128561098,0.167604333721322,NA,NA,72.3040688068111,86.9653668054305,0.923240001311265,0.846480002622531,0.461620000655633,1.31159802177171,0.462260214303515
"5",18,0.0552283290995263,2.20913316398105,18,NA,6.59605041130535,18,0.993113558332143,1.22255870655133,15.9081106532822,28,NA,22.5128443054609,28,0.757014288513155,2.20367163241821,1,-1.03140881705759,1,-2.23290938429616,1,-34.985373601172,-1.03140881705759,0.783982558262899,0.861131644597578,0.553584628669871,1,-0.30590566810845,-2.23290938429616,0.544236937687094,0.707009459941703,0.454506081391095,3.52699823366272,-1.07829888990468,-34.985373601172,-22.1334544578963,0,0,0,0.9,0.999998285691642,0.05,9.45958113163092e-07,0.08,0,0,0,0.994860563601635,0.00324627349957325,0,0,0.367334992122558,0.810296699384974,0.182719773527644,0.0902222267269323,0.0997444246012031,0.0997444246012031,0.0902222267269323,0.0997444246012031,0.0997444246012031,0.113099546640007,NA,NA,249.294986522671,300.34854980298,0.962872293536159,0.925744587072318,0.481436146768079,1.51520255131709,0.247719216272345
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",18,0.276283730436015,11.0513492174406,18,NA,15.0436711584468,18,0.658966320020002,1.21658454474915,56.8008893978187,28,NA,41.6433050067255,28,0.0468296159410763,2.11099065685487,1,1.37530133806369,1,1.33706889578884,NA,NA,1.37530133806369,0.697346505418726,0.805437039197753,0.517780953769984,1.17908483260051,1.24126514589809,1.33706889578884,0.438054538594057,0.638749346239037,0.410624579725095,1.12503873044451,1.21668714729282,NA,NA,0,0,0.0945002741707683,0.9,0.912660240946181,0.05,0.0624310212455031,0.08,0,0,0.168335871406283,0.705519469227715,0.23184291408349,NA,NA,NA,NA,NA,0.1636194717633,0.180888132078339,0.180888132078339,0.1636194717633,0.180888132078339,0.180888132078339,0.205107862543839,NA,NA,50.6334590813421,60.8389206555676,0.887852061368108,0.775704122736215,0.443926030684054,1.20064538267854,0.554059493833183
"8",18,0.153854063879601,6.15416255518404,18,NA,11.167615930199,18,0.887108808917559,1.12478224599602,146.573940316262,28,NA,86.342036516382,28,7.31523644992293e-08,2.03239289192394,1,1.15540394624943,1,1.18216972927375,NA,NA,1.15540394624943,0.934687286622352,0.958013255685798,0.615865664369441,1.09213249135616,1.09990253687463,1.18216972927375,0.798801977536913,0.870658414130873,0.559708980512704,1.09997337536413,1.11710911167598,NA,NA,0,0,0,0.9,0.996693435624959,0.05,0.00206146587813088,0.08,0,0,0.0976270559105332,0.908381823297609,0.0656871848391774,NA,NA,NA,NA,NA,0.0910526582238632,0.100662501164341,0.100662501164341,0.0910526582238632,0.100662501164341,0.100662501164341,0.114140547613112,NA,NA,90.1293793849189,108.455856589674,0.96624443808301,0.932488876166019,0.483122219041505,1.36578938339434,0.413459743948819
"9",18,0.0644724481145031,2.57889792458013,18,NA,6.84245814901068,18,0.991388935634064,1.2171548762098,42.34565226899,28,NA,34.7742183665734,28,0.176535382525446,2.11768376699767,1,2.6721708122023,1,3.56209281624166,NA,NA,2.6721708122023,0.905264914369284,0.939098873523111,0.603706418693428,1.63342324555676,2.07496695070148,3.56209281624166,0.693916231986934,0.803231863420172,0.516363340770111,1.6651601646741,2.64705966758392,NA,NA,0,0,0,0.9,0.999994099050998,0.05,3.29493605638956e-06,0.08,0,0,0,0.99354281566,0.0041081824034866,NA,NA,NA,NA,NA,0.0843584582797967,0.0932617846689784,0.0932617846689784,0.0843584582797967,0.0932617846689784,0.0932617846689784,0.105748923882931,NA,NA,213.694222578338,257.427678915234,0.96741356102495,0.934827122049901,0.483706780512475,1.50053014500368,0.267649123780667
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",18,0.4184452464718,16.737809858872,18,NA,18.1205629168633,18,0.447737192938576,1.39049385346593,141.713116717095,28,NA,71.0390399166885,28,1.33046628999489e-05,2.64209231751478,1,1.01726631845897,0.997198754500642,0.995642507000999,NA,NA,1.01726631845897,0.816272524964796,0.881889480334512,0.566928951643615,1.01020255713074,1.01109977615219,0.995642507000999,0.603210539610645,0.744921061178272,0.478877825043175,0.997726902352443,0.997198754500642,NA,NA,0,0,0.189810070605522,0.9,0.594255227314035,0.05,0.3312238878551,0.08,0.0187755998232578,0,0.205285358208827,0.502815105491572,0.417083533015614,NA,NA,NA,NA,NA,0.18328846526813,0.202633022564825,0.202633022564825,0.18328846526813,0.202633022564825,0.202633022564825,0.229764250763943,NA,NA,33.7711148473057,40.5093990513262,0.913266733826004,0.826533467652008,0.456633366913002,1.03377332442729,0.68186447535155
"12",18,0.0716024723608922,2.86409889443569,18,NA,8.18526245226832,18,0.975749246661092,1.16985652427019,59.4732651681843,28,NA,43.5453969760131,28,0.0308019222344968,2.02460350267981,1,1.74808682630428,1,1.98211512657101,NA,NA,1.74808682630428,0.925087937675846,0.951842245648758,0.611898586488487,1.36495561765355,1.48091295976704,1.98211512657101,0.707601001127168,0.812029215010322,0.522018781078064,1.38420767377182,1.63135972422422,NA,NA,0,0,0,0.9,0.999986557340267,0.05,7.57448443253224e-06,0.08,0,0,0,0.981345771186074,0.0123353946555262,NA,NA,NA,NA,NA,0.0951851388372247,0.10523113038032,0.10523113038032,0.0951851388372247,0.10523113038032,0.10523113038032,0.119320886215089,NA,NA,192.51457732242,231.893147664753,0.969869072173837,0.939738144347674,0.484934536086919,1.48931038951047,0.282060813696645
"13",18,0.163545575090097,6.54182300360387,18,NA,NA,18,NA,NA,17922.1521874345,28,NA,7707.45572403488,28,0,2.33013286754555,1,1.00099607015167,NA,NA,NA,NA,1.00099607015167,0.999432201612268,0.999634986750743,0.642622491482621,1.00063997316804,1.00064033081179,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.9,0.995120314735726,0.05,0.00307729159310422,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109225859401638,0.120753731013116,0.120753731013116,0.109225859401638,0.120753731013116,0.120753731013116,0.136921860918811,NA,NA,84.8476811242499,102.088153653055,0.999635683253256,0.999271366506511,0.499817841626628,1.35192698852102,0.426283128513976
"14",18,0.345929113933049,13.8371645573219,18,NA,NA,18,NA,NA,63.452548603659,28,NA,43.9347473448976,28,0.0282009725993558,2.22485790557646,1,1.18265320984718,NA,NA,NA,NA,1.18265320984718,0.660778350532048,0.781928939627745,0.502668604046408,1.09158640319551,1.11741992061604,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.15064572987538,0.9,0.779251608345289,0.05,0.1690631949918,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183280888240101,0.202624645845158,0.202624645845158,0.183280888240101,0.202624645845158,0.202624645845158,0.22975475245664,NA,NA,40.6408300924059,48.791641576559,0.863197931109548,0.726395862219096,0.431598965554774,1.11577396276915,0.619972323695044
"15",18,0.185276225667966,7.41104902671863,18,NA,12.5597644522222,18,0.817034134062662,1.14407382068658,113.843095306697,28,NA,70.1419442990528,28,1.77789335291667e-05,2.03699892671129,1,1.19188149559547,1,1.20081153754614,NA,NA,1.19188149559547,0.898735198169471,0.934901198823231,0.60100791352922,1.11048214729915,1.12335239002566,1.20081153754614,0.721458942072877,0.820937891332564,0.52774578728522,1.10433511103031,1.12909313127966,NA,NA,0,0,0,0.9,0.989521744905391,0.05,0.00677741683248403,0.08,0,0,0.128572455713561,0.848000940847485,0.112884528964265,NA,NA,NA,NA,NA,0.118654105308204,0.131177049047544,0.131177049047544,0.118654105308204,0.131177049047544,0.131177049047544,0.148740792642481,NA,NA,75.0133666907241,90.2317412251959,0.95204666351604,0.90409332703208,0.47602333175802,1.32135351918027,0.45372069929022
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",18,0.461353768905251,18.4541507562101,18,NA,18.5178556595447,18,0.422059763664601,1.42821649883163,147.055104944403,28,NA,80.8174606524342,28,5.03983382249551e-07,2.25408611988839,0.996185373517397,0.994066136582617,0.990195369994167,0.98474835332426,NA,NA,0.994066136582617,0.804791158098623,0.874508601634829,0.562184101050962,0.996480954733207,0.996185373517397,0.98474835332426,0.643572651062836,0.770868132826109,0.495558085388213,0.991756182848428,0.990195369994167,NA,NA,0.0364407215591115,0,0.208802097263515,0.9,0.481257397127065,0.05,0.437897524629258,0.08,0.0389126950355039,0,0.209465091952876,0.477174429963443,0.441865066410387,NA,NA,NA,NA,NA,0.151186863773255,0.167143366788821,0.167143366788821,0.151186863773255,0.167143366788821,0.167143366788821,0.189522763635974,NA,NA,30.7232149245815,36.8348004032025,0.904277665342235,0.80855533068447,0.452138832671118,0.988119797860328,0.715971576798697
"18",18,0.366719277508343,14.6687711003337,18,NA,18.5815136572321,18,0.418007100251285,1.15000267598704,57.2236515034842,28,NA,42.264047132482,28,0.0409371547154039,2.04876296552163,1,1.17731910131372,0.959232211459266,0.936583440047747,NA,NA,1.17731910131372,0.601247250415196,0.743658946695483,0.478066465732811,1.08492908671112,1.11399085084453,0.936583440047747,0.316095386948303,0.560347034466766,0.360223093585778,0.976033938029505,0.959232211459266,NA,NA,0,0,0.163094751496682,0.9,0.729140640152614,0.05,0.211458167051149,0.08,0.0412350861656427,0,0.210124924976708,0.473106196228736,0.445826432641862,NA,NA,NA,NA,NA,0.17319579819743,0.191475159295662,0.191475159295662,0.17319579819743,0.191475159295662,0.191475159295662,0.217112423032628,NA,NA,38.3934997980152,46.0822229371587,0.849332570298602,0.698665140597204,0.424666285149301,1.09162118658994,0.638330528721727
"19",18,0.175129108185254,7.00516432741015,18,NA,11.4501269931967,18,0.874289025963013,1.16681021424646,124.621320509913,28,NA,73.8426736223965,28,5.31313000473599e-06,2.10767201986902,1,1.17701142587016,1,1.22225342762161,NA,NA,1.17701142587016,0.912559726999397,0.943788395928184,0.606721111668118,1.1031204230074,1.11379305948796,1.22225342762161,0.758793827710464,0.844938889242441,0.543175000227284,1.11729153677514,1.14287720347103,NA,NA,0,0,0,0.9,0.992540029146268,0.05,0.00476875542139324,0.08,0,0,0.104783203652755,0.897483439903801,0.0740383170746263,NA,NA,NA,NA,NA,0.103499885985225,0.114423429219184,0.114423429219184,0.103499885985225,0.114423429219184,0.114423429219184,0.129743973374213,NA,NA,79.3017590367149,95.4018980927866,0.956344534227231,0.912689068454462,0.478172267113615,1.33554277313041,0.44112118287792
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",18,0.226317426542496,9.05269706169984,18,NA,12.5620669224516,18,0.81690471276359,1.22372537547137,45.8141374382932,28,NA,36.5664627160434,28,0.128733259244089,2.07952080441915,1,1.78129108642629,1,1.98745623367713,NA,NA,1.78129108642629,0.692628214902975,0.802403852437626,0.515831047995617,1.32168184104756,1.50225855555976,1.98745623367713,0.465603409817743,0.656459334882834,0.422009572424679,1.29289009763015,1.63479329307816,NA,NA,0,0,0,0.9,0.967568577501166,0.05,0.0219720315179887,0.08,0,0,0.128616438582588,0.847887690756386,0.11297505387165,NA,NA,NA,NA,NA,0.126042060922425,0.139344741294267,0.139344741294267,0.126042060922425,0.139344741294267,0.139344741294267,0.158002085129684,NA,NA,61.5915215585999,74.0501423445647,0.89909176419058,0.79818352838116,0.44954588209529,1.26548486405061,0.501461670787948
"23",18,0.309941301643463,12.3976520657385,18,NA,17.2456249006792,18,0.50628285210195,1.19146991192126,92.7286851838649,28,NA,56.7244858762907,28,0.00104871957361863,2.25343233165723,1,1.13463526145388,1,1.04085268511942,NA,NA,1.13463526145388,0.792025126761313,0.866301867203701,0.556908343202379,1.07496917576533,1.08655123950607,1.04085268511942,0.527073234620686,0.695975650827584,0.447412918389161,1.01948057107151,1.02626244043391,NA,NA,0,0,0.125428910971025,0.9,0.855868913943253,0.05,0.106612661093409,0.08,0,0,0.195674898806007,0.560432725585057,0.362533710320446,NA,NA,NA,NA,NA,0.16570653194404,0.183195463923141,0.183195463923141,0.16570653194404,0.183195463923141,0.183195463923141,0.207724130938173,NA,NA,45.2435943732693,54.3408104577261,0.901889743196217,0.803779486392434,0.450944871598108,1.15885240430327,0.586838328714385
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
