"","AtrZ=~M_Atr_Z","AtrZ=~X_Atr_Z","AtrZ=~F_Atr_Z","RomZ=~M_Rom_Z","RomZ=~X_Rom_Z","RomZ=~F_Rom_Z","EroZ=~M_Ero_Z","EroZ=~X_Ero_Z","EroZ=~F_Ero_Z","Atr0=~M_Atr","Atr0=~X_Atr","Atr0=~F_Atr","Rom0=~M_Rom","Rom0=~X_Rom","Rom0=~F_Rom","Ero0=~M_Ero","Ero0=~X_Ero","Ero0=~F_Ero","Atr0~Inactive","Atr0~Education","Atr0~Work","Atr0~Gym","Atr0~Social","Rom0~Inactive","Rom0~Education","Rom0~Work","Rom0~Gym","Rom0~Social","Ero0~Inactive","Ero0~Education","Ero0~Work","Ero0~Gym","Ero0~Social","Atr0~AtrZ","Rom0~AtrZ","Rom0~RomZ","Ero0~AtrZ","Ero0~RomZ","Ero0~EroZ","Rom0~Atr0","Ero0~Atr0","Ero0~Rom0","M_Atr_Z~~M_Atr","X_Atr_Z~~X_Atr","F_Atr_Z~~F_Atr","M_Rom_Z~~M_Rom","X_Rom_Z~~X_Rom","F_Rom_Z~~F_Rom","M_Ero_Z~~M_Ero","X_Ero_Z~~X_Ero","F_Ero_Z~~F_Ero","Inactive~~Education","Inactive~~Gym","Inactive~~Work","Inactive~~Social","Education~~Gym","Education~~Work","Education~~Social","Work~~Gym","Gym~~Social","Work~~Social","AtrZ~~Inactive","AtrZ~~Education","AtrZ~~Gym","AtrZ~~Work","AtrZ~~Social","RomZ~~Inactive","RomZ~~Education","RomZ~~Gym","RomZ~~Work","RomZ~~Social","EroZ~~Inactive","EroZ~~Education","EroZ~~Gym","EroZ~~Work","EroZ~~Social","AtrZ~~RomZ","AtrZ~~EroZ","RomZ~~EroZ"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.228713231281838,0.208412498973854,0.235344456284607,0.0643036719241328,0.0687657298570563,0.0705502937556089,0.122745515551492,0.119790306804841,0.144221452959032,0.202507520634259,0.138799242623857,0.128227840895216,0.0896905073437776,0.12137603812869,0.0936831909003677,0.180876785046859,0.133342604057596,0.137352369428411,0.224445511291824,0.286634056291375,0.246934714752112,0.2109190836238,0.279969711788886,0.149253306707646,0.221680543601608,0.225095094288133,0.180081335351408,0.240473081906017,0.313086299692264,0.302457820357248,0.260406928439365,0.205604656693363,0.512832164976339,0.253584455108668,0.191074972838619,0.158326434261907,0.251880730815121,0.320391044504233,0.484390371783086,0.238416866879837,0.238156867026826,0.207505820631191,0.154898007969273,0.190073793049067,0.139992742750187,0.116783746414304,0.267056211144771,0.134718010930895,0.143004124301042,0.120245527715392,0.146592943411375,0.229346746580292,0.228563878285504,0.164111671436701,0.241175717561072,0.235345515928132,0.215290848752002,0.22517760863913,0.133542709660085,0.236840894516378,0.213376722956375,0.20738661185114,0.199597364793998,0.176088267003967,0.170078037681503,0.235159387143262,0.18172333159375,0.176563664879464,0.163576226006164,0.147629917188466,0.237708906907438,0.171827559621385,0.252745865110708,0.170986562853441,0.16797094234011,0.189819289306511,0.160908675019837,0.174302934511177,0.158271650627814
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.136302240011603,0.137288204422317,0.132274803101983,0.130990012868223,0.0902713976556208,0.11414016162223,0.110825373411625,0.103659000419978,0.119359688224817,0.149335456618122,0.153117918221582,0.163276552622072,0.121816279183811,0.120005189950637,0.117841262468433,0.245630039846274,0.231959751828586,0.241670763654148,0.23366346771197,0.264545179467664,0.237050818910668,0.234028575953486,0.250045102292276,0.20168482107148,0.245439119658352,0.216696722520941,0.237567763045969,0.346239046843958,1.06168821361764,0.775235166536568,0.7992701580792,0.782437156202303,1.45329541805778,0.23680845784127,0.297222368188868,0.285954748220444,0.729963105143959,0.691100406560737,0.657544173837388,0.245358468472293,0.931664416738937,0.645610021095256,0.15008111811448,0.185646425466903,0.139525641413847,0.132824386260883,0.165123146668453,0.158440341394059,0.12224488503612,0.11688830463766,0.140934109267939,0.250100254742672,0.246864385808998,0.156171533918369,0.256749315903647,0.218680208597292,0.189086497238173,0.267288271780346,0.156314849161631,0.2076716341383,0.215617997382763,0.176271979924008,0.214920133562485,0.179284790497209,0.168671583268008,0.241871549184859,0.169009011859484,0.202376745495646,0.161948192445158,0.150349797421319,0.173212354419358,0.182101848761469,0.207889794677898,0.164549572287632,0.158239131006549,0.199010289957139,0.14633654848959,0.168134328580273,0.155252762491907
