"","Attraction=~M_Atr","Attraction=~X_Atr","Attraction=~F_Atr","Attraction~Inactive","Attraction~Education","Attraction~Work","Attraction~Gym","Attraction~Social","Inactive~~Education","Inactive~~Gym","Inactive~~Work","Inactive~~Social","Education~~Gym","Education~~Work","Education~~Social","Work~~Gym","Gym~~Social","Work~~Social"
"1",0.76857531365098,0.433875306525054,0.740179336658617,-0.257367228440905,-0.0470799335620584,-0.204714430929473,0.060519221604648,0.40058558203705,-0.660763262665328,-0.851642826049193,-0.874152342961111,-0.649688315657968,-0.22810806899744,-0.418478608291581,0.25203938556112,-0.536911831008462,-0.312109118019548,0.204607708719889
"2",0.768687701918265,0.434918258420473,0.740802928388066,-0.25552633776383,-0.0452322394091447,-0.199836374198549,0.0610744466035004,0.398022275593865,-0.660760927239109,-0.851640795051228,-0.874649726476716,-0.649687948158856,-0.228108510825064,-0.419487009222009,0.252039976509853,-0.538242273939199,-0.312108846754512,0.20327667694934
"3",0.769773447616459,0.435380201630837,0.741343913568553,-0.255941045960571,-0.0469391648368022,-0.201947596113047,0.0589274260864085,0.397648947001196,-0.660006519243133,-0.851085399096519,-0.874025165665748,-0.648862683116809,-0.228108153847754,-0.419486417416843,0.252039981905322,-0.538242191339966,-0.312109405510581,0.203276719850652
"4",0.768687701918265,0.434918258420472,0.740802928388067,-0.25552633776383,-0.0452322394091448,-0.199836374198549,0.0610744466035005,0.398022275593865,-0.660760927239109,-0.851640795051228,-0.874649726476716,-0.649687948158856,-0.228108510825064,-0.419487009222009,0.252039976509853,-0.538242273939199,-0.312108846754512,0.20327667694934
"5",0.769048637892262,0.435325697261382,0.741634835621962,-0.25760235177892,-0.0459889101057442,-0.198606856951066,0.059162987482704,0.395864261841478,-0.660763455056558,-0.851642135987498,-0.874152335110649,-0.649688159997284,-0.228107994780593,-0.418478219689887,0.252039851290968,-0.536911751686842,-0.312109492020928,0.204607502097767
"6",0.769773447616459,0.435380201630837,0.741343913568553,-0.255941045960571,-0.0469391648368024,-0.201947596113047,0.0589274260864084,0.397648947001196,-0.660006519243133,-0.851085399096519,-0.874025165665748,-0.648862683116809,-0.228108153847754,-0.419486417416843,0.252039981905322,-0.538242191339966,-0.312109405510581,0.203276719850652
"7",0.768445610038882,0.434416042894772,0.74062392536601,-0.25832751223159,-0.0477909704078564,-0.202527002462964,0.062762653021606,0.397989763001124,-0.660762791837064,-0.851089722803426,-0.874649749311118,-0.649688024328254,-0.226761613339968,-0.419486485101088,0.252040164013275,-0.536458651404722,-0.310769816268645,0.203276584210594
"8",0.769686475172697,0.435455202763512,0.743097345085094,-0.257078371832744,-0.0461571409640762,-0.200462828943781,0.05951740500954,0.396587604198147,-0.660763597863172,-0.851642147541269,-0.874152336985803,-0.649688193291152,-0.22810799554079,-0.41847813218292,0.252039900461116,-0.536911770524767,-0.312109539894716,0.204607483014143
"9",0.77082199117815,0.435377006118243,0.741845156272458,-0.25700131146275,-0.0464344807290897,-0.20064182109835,0.0596398673050764,0.397097292715304,-0.660763557454802,-0.851641931759989,-0.874152328987685,-0.649688184518182,-0.22810800857403,-0.418478090735143,0.252039934888239,-0.53691176609235,-0.312109525573421,0.204607478688052
"10",0.772551587896253,0.436539702098349,0.73968970294364,-0.256715154697418,-0.0468683169711648,-0.202092288006413,0.0599039543972006,0.398516569238004,-0.660762972207437,-0.851642057406834,-0.874152356692221,-0.649688321102621,-0.22810780072024,-0.418479005833305,0.252039382960014,-0.536911823002936,-0.312109019261189,0.204607549832967
